key,value,year,category,latitude,longitude,country
gazelles,1,2022,loc,33.548962,-112.4122362,United States
Kurdes,7,2022,loc,33.89471714008905,35.53388217807715,Lebanon
Palais de la Marina,1,2022,loc,38.910360036100776,1.4364219092868322,Spain
Continent,2,2022,loc,18.4452798,-73.3071685,Haiti
aéroport de Niamey,1,2022,loc,13.4901663,2.184600684898624,Niger
Bangladesh,3,2022,loc,24.4769288,90.2934413,Bangladesh
Vietnam,8,2022,loc,15.9266657,107.9650855,Vietnam
Stockholm,6,2022,loc,59.3251172,18.0710935,Sweden
Londres,26,2022,loc,51.4893335,-0.1440550845276872,United Kingdom
Bougui,1,2022,loc,12.0620928,0.433137,Burkina Faso
Matiakoali,1,2022,loc,12.354807,1.032773,Burkina Faso
BurkinaFaso,1,2022,loc,12.0753083,-1.6880314,Burkina Faso
Etat,45,2022,loc,36.5748441,139.2394179,Japan
KDCA,1,2022,loc,38.85128945,-77.03968893913375,United States
MARE,3,2022,loc,36.4814643,37.1968431,Syria
Cemac,1,2022,loc,3.8944202,11.50520902697884,Cameroon
Eco,4,2022,loc,1.32344785,103.94498453481926,Singapore
Centre régional du Sud,2,2022,loc,-15.717617,46.3057038,Madagascar
Proche-Orient,6,2022,loc,36.19069075,44.01040826246465,Iraq
Émirats arabes unis,6,2022,loc,24.0002488,53.9994829,United Arab Emirates
Asie du Sud-Est,7,2022,loc,48.8211378,2.330236472096382,France
Slovaquie,16,2022,loc,48.7411522,19.4528646,Slovakia
cosmodrome de Baïkonour,2,2022,loc,45.9178932,63.40837213703634,Kazakhstan
Roscosmos,4,2022,loc,55.7836254,37.6303879,Russia
Terre,16,2022,loc,8.5322391,38.6264712,Ethiopia
Dniepr,36,2022,loc,51.54383892830847,30.57269739757111,Belarus
Kakhovka,9,2022,loc,46.8054626,33.4817825,Ukraine
Sibérie,10,2022,loc,49.53358035,18.205259633061804,Czechia
Caucase du Nord,1,2022,loc,45.0425557,41.9609224822237,Russia
Congo-Brazzaville,4,2022,loc,-0.7264327,15.6419155,Congo-Brazzaville
Fecafoot,1,2022,loc,3.78305915,11.534057898530602,Cameroon
Gimpo,2,2022,loc,37.6155683,126.7157798,South Korea
Gyeonggi,1,2022,loc,37.2884675,127.0535231,South Korea
Incheon,1,2022,loc,37.456,126.7052,South Korea
Togo,14,2022,loc,8.7800265,1.0199765,Togo
Hexagone,13,2022,loc,45.206526100000005,5.763302486196614,France
Maastricht,1,2022,loc,50.8512438,5.6909768,Netherlands
Erzurum,1,2022,loc,39.90632,41.2727715,Turkey
Wonju,1,2022,loc,37.3420996,127.9197603,South Korea
Merritt,2,2022,loc,50.1124876,-120.7884149,Canada
Kelowna,3,2022,loc,49.8879177,-119.495902,Canada
Penticton,1,2022,loc,49.5003268,-119.593249,Canada
lac Loon,1,2022,loc,47.42155105,-73.60441608957196,Canada
Vancouver,1,2022,loc,49.2608724,-123.113952,Canada
Colombie-Britannique,2,2022,loc,54.13880015,-125.47052240062725,Canada
grésil,1,2022,loc,49.1977934,5.3217536,France
Okanagan,1,2022,loc,49.9527193,-119.4424386,Canada
Saratov,11,2022,loc,51.530018,46.034683,Russia
Volga,4,2022,loc,47.57058296242985,46.72391285285772,Russia
Christmas,1,2022,loc,46.4369236,-86.7019125,United States
Foxlin,1,2022,loc,33.4560913,-117.6580368,United States
Instead,1,2022,loc,48.8675833,2.3690289,France
océan Indien,4,2022,loc,-9.9999999,69.9999999,Indian Ocean
MV Greenwich,4,2022,loc,51.49539605,0.0431925434669015,United Kingdom
Gqeberha,1,2022,loc,-33.9618359,25.6186512,South Africa
Port Elizabeth,1,2022,loc,-33.9618359,25.6186512,South Africa
Essex,2,2022,loc,51.77046785,0.4646697741230038,United Kingdom
Kaboul,3,2022,loc,34.5227939,69.1742023,Afghanistan
Montréal,3,2022,loc,45.5031824,-73.5698065,Canada
aéroport Trudeau,2,2022,loc,45.4687293,-73.74249704278634,Canada
Les,3,2022,loc,42.9112153,0.7001009619092323,France
Наталья,16,2022,loc,62.15871759870328,137.65407410715704,Russia
île de Taïwan,1,2022,loc,23.5983227,120.83537694479216,Taiwan
Benghazi,2,2022,loc,32.1200168,20.0812174,Libya
Kibumba,7,2022,loc,-1.4772547,29.3487125,Democratic Republic of the Congo
EAC,14,2022,loc,46.32560359600426,-87.34525480301808,United States
Goma,28,2022,loc,-1.6665685,29.225652,Democratic Republic of the Congo
Etat russe,3,2022,loc,59.9379882,30.30868055684704,Russia
Abuja,12,2022,loc,9.0643305,7.4892974,Nigeria
Maitama,1,2022,loc,9.0900989,7.4908053,Nigeria
BEAC,1,2022,loc,47.4729694,19.057348372061064,Hungary
zone Cemac,1,2022,loc,3.8633049,11.5317379,Cameroon
canton de Salinas,1,2022,loc,9.9263214,-84.6927534,Costa Rica
Guayaquil,2,2022,loc,-2.1900563,-79.8868741,Ecuador
Équateur,7,2022,loc,0.06196,19.140776748297156,Democratic Republic of the Congo
province de Gauteng,1,2022,loc,-26.508568856335287,27.8721861292572,South Africa
Chisinau,4,2022,loc,47.0245117,28.8322923,Moldova
Roumanie,18,2022,loc,45.9852129,24.6859225,Romania
gisement de,1,2022,loc,44.969208,1.0328921,France
Kenadsa,1,2022,loc,31.5545321,-2.432661,Algeria
Fennecs,1,2022,loc,49.0045046,-0.7538195439633084,France
Saint-Avold,2,2022,loc,49.1043397,6.7071754,France
Samedi,5,2022,loc,24.4740259,75.89302990328565,India
Midwest,1,2022,loc,43.411391,-106.280075,United States
Nord-Est,1,2022,loc,19.5178468,-71.8728225,Haiti
Budapest,4,2022,loc,47.4978789,19.0402383,Hungary
Argentinos,1,2022,loc,-34.9964963,-64.9672817,Argentina
Jakarta,6,2022,loc,-6.175247,106.8270488,Indonesia
Corée,2,2022,loc,36.638392,127.6961188,South Korea
Samara,2,2022,loc,53.2194648,50.2039316,Russia
parc des Virunga,2,2022,loc,-0.34705995,29.538799836343756,Democratic Republic of the Congo
Chondo,1,2022,loc,-1.3281683,29.6592583,Uganda
maï-maï,1,2022,loc,-3.7514136,133.9555255,Indonesia
Addis,3,2022,loc,30.3538043,-91.2653865,United States
Addis Abeba,3,2022,loc,9.0,38.75,Ethiopia
Abeba,2,2022,loc,9.0,38.75,Ethiopia
Milieudefensie,2,2022,loc,52.3607672,4.8931567,Netherlands
Oruma,1,2022,loc,3.4783628,33.0205527,Uganda
Haye,3,2022,loc,52.0799838,4.3113461,Netherlands
Caire,2,2022,loc,30.0332516,31.56216510229193,Egypt
Kentucky,2,2022,loc,37.5726028,-85.1551411,United States
Chambre des,10,2022,loc,38.88897715,-77.0090433,United States
Alexandria,1,2022,loc,31.1991806,29.8951716,Egypt
Hambourg,3,2022,loc,53.550341,10.000654,Germany
Cheyenne,1,2022,loc,41.139981,-104.820246,United States
Wyoming,1,2022,loc,43.1700264,-107.568534,United States
Caroline du Nord,2,2022,loc,35.6729639,-79.0392919,United States
Maine,3,2022,loc,45.709097,-68.8590201,United States
Virginie,2,2022,loc,37.1232245,-78.4927721,United States
A El Paso,1,2022,loc,-25.9928743,-65.7866472,Argentina
Seattle,2,2022,loc,47.6038321,-122.330062,United States
Detroit,1,2022,loc,42.3315509,-83.0466403,United States
Etats,6,2022,loc,39.7837304,-100.445882,United States
Oklahoma,1,2022,loc,34.9550817,-97.2684063,United States
Arctique,6,2022,loc,83.0,-170.0,Arctic Ocean
Golfe du Mexique,2,2022,loc,25.2834459,-89.9066163,Gulf of Mexico
Buffalo,1,2022,loc,42.8867166,-78.8783922,United States
département de la Défense,2,2022,loc,-4.280946,15.2727128,Congo-Brazzaville
Kyavinyonge,3,2022,loc,-0.1516443,29.5537929,Democratic Republic of the Congo
Kisaka,1,2022,loc,-11.7092561,27.520347517277767,Democratic Republic of the Congo
DGI,2,2022,loc,20.6876797,72.9492412,India
Somalie,26,2022,loc,8.3676771,49.083416,Somalia
stade Nelson Mandela,1,2022,loc,36.69394285,3.1220307427342995,Algeria
Boko,1,2022,loc,12.7860588,-16.7685674,Senegal
Bagué,1,2022,loc,11.7722592,14.970156,Cameroon
région de Diffa,1,2022,loc,15.6714814,13.1735642,Niger
Diffa,4,2022,loc,13.3130749,12.6136611,Niger
Rostov-sur-le-Don,2,2022,loc,47.2216548,39.7096061,Russia
Perm,1,2022,loc,58.014965,56.246723,Russia
Oural,1,2022,loc,65.0331721,60.115404,Russia
Bakhmout,6,2022,loc,48.5894123,38.0020994,Ukraine
Artiomovsk,5,2022,loc,54.349564,93.437813,Russia
Nevskoïé,1,2022,loc,45.7166529,133.667713,Russia
Sélidovo,1,2022,loc,48.1280879,37.29858995345481,Ukraine
Stade,1,2022,loc,53.599794,9.475438,Germany
Confédération Africaine de Football,2,2022,loc,7.3194042,13.5788967,Cameroon
FKF,4,2022,loc,47.56431595,19.018649362199824,Hungary
Limpopo,1,2022,loc,-23.4735288,29.3959199,South Africa
Afrique du Nord,13,2022,loc,41.36259895,2.1596649904253766,Spain
Maroc-,1,2022,loc,28.3347722,-10.371337908392649,Morocco
détaille-t-il,1,2022,loc,48.838172627504704,2.249125410819323,France
Kairouan,1,2022,loc,35.6710101,10.10062,Tunisia
Tunis,6,2022,loc,36.8002068,10.1857757,Tunisia
Kairouan Nord,1,2022,loc,35.7424899,10.092969606186108,Tunisia
Industrie,7,2022,loc,45.3742171,9.3385881,Italy
Hanovre,2,2022,loc,52.3744779,9.7385532,Germany
Trinité-et-Tobago,1,2022,loc,10.7466905,-61.0840075,Trinidad and Tobago
Centrafrique,3,2022,loc,7.0323598,19.9981227,Central African Republic
PARIS,1,2022,loc,48.8588897,2.3200410217200766,France
Hauteville,1,2022,loc,50.2736375,2.573024,France
commissariat de Tourcoing,1,2022,loc,50.724982,3.1621543,France
Arabie saoudite,25,2022,loc,25.6242618,42.3528328,Saudi Arabia
Melitopol,2,2022,loc,46.8467267,35.3827281,Ukraine
Otan,1,2022,loc,34.8189568,36.4217908,Syria
Minusma,26,2022,loc,20.2573722,0.9827001106242212,Mali
République du Mali,1,2022,loc,16.3700359,-2.2900239,Mali
République,5,2022,loc,48.8680343,2.3650877,France
Bossangoa,9,2022,loc,6.4924441,17.4463162,Central African Republic
République Centrafricaine,4,2022,loc,7.0323598,19.9981227,Central African Republic
Maison russe,25,2022,loc,48.6351332,2.336534,France
Azimut,2,2022,loc,42.82313295,74.61496442269888,Kyrgyzstan
Tchad,28,2022,loc,15.6134137,19.0156172,Chad
Mohammedia,5,2022,loc,33.6958383,-7.3893292,Morocco
Casablanca,9,2022,loc,33.5945144,-7.6200284,Morocco
Stogaz,1,2022,loc,43.4816212,6.512108461124608,France
AIB,2,2022,loc,54.3441816,-7.6371023,United Kingdom
pays des Hommes,1,2022,loc,47.2057774,-1.5657301325580777,France
Haut-Nil,1,2022,loc,45.8847533,10.8401687,Italy
Jonglei,1,2022,loc,8.0,32.0,South Sudan
Abyei,1,2022,loc,9.73052,28.424452907446053,South Sudan
Grand Bargain,1,2022,loc,43.6655497,-79.4675041,Canada
Soudan du Sud,11,2022,loc,7.8699431,29.6667897,South Sudan
Pôle Agro-Industriel,2,2022,loc,35.034932100000006,-2.3463471785616443,Morocco
PAI-Nord,2,2022,loc,61.207224,34.4419433,Russia
région Nord,1,2022,loc,-11.04916515,33.77302612615657,Malawi
Pôle agro-industriel,1,2022,loc,35.034932100000006,-2.3463471785616443,Morocco
Nord,8,2022,loc,50.5289615,3.088350848735302,France
Poro,1,2022,loc,10.628765,124.4073439,Philippines
Bagoué,1,2022,loc,9.896245,-6.448633002786969,Côte d'Ivoire
Tchologo,1,2022,loc,9.54660235,-4.784511940871035,Côte d'Ivoire
Hambol,1,2022,loc,8.620198850000001,-4.813652651996077,Côte d'Ivoire
république de Sakha,1,2022,loc,66.941626,129.642371,Russia
Kovykta,5,2022,loc,55.27577825,106.10734634844204,Russia
Yakoutie,1,2022,loc,66.941626,129.642371,Russia
État russe,10,2022,loc,59.9379882,30.30868055684704,Russia
Blâmer,1,2022,loc,44.748221422701896,-84.08803613227226,United States
Mourmansk,1,2022,loc,68.970665,33.07497,Russia
Khartoum,9,2022,loc,15.5635972,32.5349123,Sudan
FSR,2,2022,loc,50.63912221461937,-119.29398428121004,Canada
Dinder,1,2022,loc,51.1990383,-2.608341,United Kingdom
Ethiopie,4,2022,loc,10.2116702,38.6521203,Ethiopia
Slaviansk,1,2022,loc,48.8522691,37.6058241,Ukraine
Fédération de la Russie,1,2022,loc,64.6863136,97.7453061,Russia
South Africa,1,2022,loc,-28.8166236,24.991639,South Africa
Sanya,1,2022,loc,18.2534658,109.5034392,China
Afrique,4,2022,loc,11.5024338,17.7578122,Africa
Canopus-V,1,2022,loc,62.4960388,14.13194505,Sweden
Altaï,1,2022,loc,50.7114101,86.8572186,Russia
Sayan,1,2022,loc,21.3174619,72.8900005,India
base militaire de Mopti,1,2022,loc,14.9426728,-3.877714823889312,Mali
Kinjal,2,2022,loc,21.3016365,72.9184873,India
Ivano-Frankovsk,1,2022,loc,48.9224763,24.710334,Ukraine
Actualités,1,2022,loc,48.8455494,2.3416038,France
Sport,1,2022,loc,51.2301579,4.4427177,Belgium
Moskva,2,2022,loc,55.625578,37.6063916,Russia
Russian Photo,3,2022,loc,55.820196,37.34166355409987,Russia
Hôpital Albert Einstein,1,2022,loc,-23.59961285,-46.71487976621575,Brazil
hôpital Albert,1,2022,loc,48.7886725,2.458564107271433,France
Washington-Sofia,1,2022,loc,36.1287715,-94.1485134,United States
aéroport de Francfort,1,2022,loc,50.02441255,8.555200257325986,Germany
Grand-Bassam,1,2022,loc,5.212884,-3.743226,Côte d'Ivoire
Choké,1,2022,loc,-3.3641841,38.3952865,Kenya
Mulu Eco,1,2022,loc,10.7787778,37.6597496,Ethiopia
Amhara,1,2022,loc,11.5,38.5,Ethiopia
Mountains Village,1,2022,loc,31.143889,-7.921819,Morocco
Addis Ababa,1,2022,loc,9.0,38.75,Ethiopia
Amhara Region,1,2022,loc,11.5,38.5,Ethiopia
Sukari,2,2022,loc,25.854040385692677,73.89514952748613,India
au Caire,3,2022,loc,47.5793537,6.7376743,France
Trévise,1,2022,loc,45.6658505,12.2455414,Italy
Président chinois,2,2022,loc,46.7891671,-71.1683788,Canada
el-Béchir,1,2022,loc,33.890644777134895,35.506998874244736,Lebanon
Cuba,18,2022,loc,23.0131338,-80.8328748,Cuba
royaume du Bénin,9,2022,loc,6.4717652,2.6339694362375563,Benin
Benin City,4,2022,loc,6.3330586,5.6221058,Nigeria
Linden Museum,1,2022,loc,48.78274205,9.170052529007176,Germany
Stuttgart,1,2022,loc,48.7784485,9.1800132,Germany
musée Grassi,1,2022,loc,45.43378245,12.327952565722182,Italy
Leipzig,1,2022,loc,51.3406321,12.3747329,Germany
Cologne,2,2022,loc,50.938361,6.959974,Germany
Namas,2,2022,loc,38.4632879,23.5905263,Greece
Sud-Ouest,4,2022,loc,5.0577606,9.2289407,Cameroon
Centre spatial de Kourou,2,2022,loc,5.21237515,-52.77388326708221,France
Guyane française,1,2022,loc,4.0039882,-52.999998,France
Burkina Faso,2,2022,loc,12.0753083,-1.6880314,Burkina Faso
Minsk II,1,2022,loc,52.1829446,21.5519347,Poland
Iakoutie,1,2022,loc,66.941626,129.642371,Russia
Mars,4,2022,loc,45.022172,4.3221548,France
Krasnogorovka,1,2022,loc,48.01068,37.50449,Ukraine
Afrique centrale,7,2022,loc,14.6825139,-17.444977926954593,Senegal
Femme,1,2022,loc,47.6008199,-54.984913,Canada
INS,1,2022,loc,47.0058984,7.1056472,Switzerland
Soledar,2,2022,loc,48.6956698,38.0671791,Ukraine
Trône,1,2022,loc,50.841247,4.3665164,Belgium
Palais royal,1,2022,loc,48.8635847,2.3362042200938715,France
aéroport de Rabat-Salé,2,2022,loc,34.05111165,-6.743072009190941,Morocco
Croatie,21,2022,loc,45.3658443,15.6575209,Croatia
Afrique orientale,5,2022,loc,-31.7629585,29.00148788728904,South Africa
Kapichira,2,2022,loc,-16.0153808,34.792896,Malawi
Mpatamanga,1,2022,loc,-15.7222626,34.7279073,Malawi
Halal,3,2022,loc,14.68858,43.68863,Yemen
Grande Mosquée de Paris,1,2022,loc,48.84206925,2.35510339377676,France
Grande Mosquée,1,2022,loc,34.0402606,-6.827329454124985,Morocco
Mosquée de Paris,1,2022,loc,48.84206925,2.35510339377676,France
Orly,1,2022,loc,48.7431683,2.402391,France
Lot-et-Garonne,1,2022,loc,44.3691703,0.4539157583248752,France
Fédération russe,1,2022,loc,55.8008155,37.52721310382645,Russia
République Démocratique du Congo,3,2022,loc,-2.9814344,23.8222636,Democratic Republic of the Congo
république russe de,1,2022,loc,42.99936,41.021701104859645,Georgia
Tchouvachie,1,2022,loc,55.4259922,47.0849429,Russia
Dakar,9,2022,loc,14.693425,-17.447938,Senegal
Président du pays,1,2022,loc,48.1501692,-0.440588192054264,France
Gironde,4,2022,loc,44.883745950000005,-0.6051264440438711,France
Canéjan,1,2022,loc,44.7626562,-0.6540587,France
Chimirec,1,2022,loc,48.3176449,-1.187142433815541,France
Beaucaire,1,2022,loc,43.8085436,4.6392648,France
Gard,2,2022,loc,43.95995,4.297637002377168,France
Yémen,8,2022,loc,16.3471243,47.8915271,Yemen
Sainte-Musse de Toulon,1,2022,loc,43.1235641,5.9789082,France
Nice,4,2022,loc,43.7009358,7.2683912,France
Toulon,8,2022,loc,43.1257311,5.9304919,France
Azov,5,2022,loc,47.0884477,39.42407455913039,Russia
Chambre des représentants,3,2022,loc,50.846979,4.3648746,Belgium
Kisii,1,2022,loc,-0.73894255,34.75398551201732,Kenya
Africa,8,2022,loc,11.5024338,17.7578122,Africa
Afro-américain,1,2022,loc,45.4437854,4.3859995,France
Douala,5,2022,loc,4.0429389,9.7062018,Cameroon
Anglais,2,2022,loc,18.3307412,-74.1729227,Haiti
Kinnaur,1,2022,loc,31.59301295,78.32814168568953,India
Himachal Pradesh,1,2022,loc,31.9292352,77.1828462,India
Phoenix,2,2022,loc,33.4484367,-112.074141,United States
Arizona,5,2022,loc,34.395342,-111.763275,United States
Honolulu,2,2022,loc,21.304547,-157.855676,United States
mer de Chine orientale,1,2022,loc,29.0,125.0000013,East China Sea
Zhoushan,1,2022,loc,29.9873344,122.2030363,China
Taizhou,1,2022,loc,28.6581723,121.4163876,China
district de Kaura,1,2022,loc,-9.0628861,148.3777614,Papua New Guinea
Belgorod,11,2022,loc,50.5955595,36.5873394,Russia
France-Argentine,2,2022,loc,45.4942711,6.3128738,France
Ukrainians,1,2022,loc,51.5110023,-0.195342,United Kingdom
Panama,5,2022,loc,8.559559,-81.1308434,Panama
Bahamas,3,2022,loc,24.7736546,-78.0000547,Bahamas
Ndiaye,1,2022,loc,16.1963193,-16.2634779,Senegal
Jupiter,1,2022,loc,26.9342246,-80.0942087,United States
France-Croatie,1,2022,loc,48.86631295,2.279049938815538,France
Sahel - du Mali,1,2022,loc,15.2304528,-9.5899063,Mali
Sud,10,2022,loc,18.2612839,-73.8444985,Haiti
Argentine-France,1,2022,loc,45.4942711,6.3128738,France
Lyonnais,1,2022,loc,47.6514295,-2.1598509,France
Tricolores,1,2022,loc,-3.7710300629793694,-38.48293704604306,Brazil
Versailles,2,2022,loc,48.8035403,2.1266886,France
Suisse,18,2022,loc,48.9657521,6.5811461,France
Wall Street,1,2022,loc,40.7067714375249,-74.01012200917901,United States
Norvège,14,2022,loc,64.5731537,11.52803643954819,Norway
Méditerranée,14,2022,loc,35.0000035,19.9999957,Mediterranean Sea
Comores,3,2022,loc,-12.2045176,44.2832964,Comoros
golfe de Guinée,6,2022,loc,2.0000001,2.4999999,Gulf of Guinea
Ukrenergo,2,2022,loc,50.4416112,30.493653895435852,Ukraine
Sainte-Résurrection,1,2022,loc,31.807958,35.1075526,Israel
golfe de Thaïlande,1,2022,loc,9.8762687,102.06908954680432,Gulf of Thailand
district de Bang Saphan,1,2022,loc,11.2095023,99.5113754,Thailand
Prachuap,1,2022,loc,12.0432669,99.7487235,Thailand
Barbarie,1,2022,loc,47.4212523,0.5812,France
Tsa-Algérie,2,2022,loc,24.57567524614927,1.438232007095701,Algeria
Saoura,2,2022,loc,13.2567483,1.463187,Niger
Ahaggar,1,2022,loc,23.284083,5.5320051,Algeria
Krivoï Rog,5,2022,loc,47.9102734,33.3917703,Ukraine
Ronchamp,1,2022,loc,47.7002959,6.632869,France
Haute-Saône,1,2022,loc,47.63842335,6.095114088932768,France
Grand Besançon,1,2022,loc,47.230722150000005,6.029411988639007,France
stade Education City,4,2022,loc,25.31085325,51.42444765904781,Qatar
pays du Golfe,3,2022,loc,46.47721837024112,-1.1158858729426486,France
Yamoussoukro,2,2022,loc,6.8200066,-5.2776034,Côte d'Ivoire
Milan,2,2022,loc,45.4641943,9.1896346,Italy
Ecofin,4,2022,loc,-8.8192027,13.2470114,Angola
Havilland Canada,1,2022,loc,46.8184603,-84.3985103,Canada
Bosphore,3,2022,loc,41.1125259,29.07186007493094,Turkey
Dardanelles,1,2022,loc,40.20917255,26.44139082761628,Turkey
Président russe,5,2022,loc,56.8439725,60.65410755802282,Russia
Farah,1,2022,loc,32.607111,62.671011,Afghanistan
Hérat,2,2022,loc,34.3508273,62.2164003,Afghanistan
Mwenge,1,2022,loc,-6.7666642,39.231338,Tanzania
Dar es Salaam,2,2022,loc,-6.8160837,39.2803583,Tanzania
Occidentaux,4,2022,loc,46.2052081,3.6374617,France
Al-Mahmoudiya,1,2022,loc,33.3868449,35.552364,Lebanon
Jazira,1,2022,loc,39.177595438170336,69.87124869180292,Tajikistan
Bourse de Lagos,1,2022,loc,45.8567344,-75.25256147191554,Canada
Lagos,5,2022,loc,6.4550575,3.3941795,Nigeria
Noir,1,2022,loc,46.9357396,5.3430355,France
Autriche,8,2022,loc,47.59397,14.12456,Austria
Slovénie,3,2022,loc,46.1199444,14.8153333,Slovenia
Chypre,4,2022,loc,34.9174159,32.889902651331866,Cyprus
Irlande,11,2022,loc,52.865196,-7.9794599,Ireland
Champs-Élysées,8,2022,loc,48.8707573,2.3053312,France
Nîmes,1,2022,loc,43.8374249,4.3600687,France
place de la Comédie,2,2022,loc,49.12142525,6.173428664642266,France
Hyderabad,1,2022,loc,17.360589,78.4740613,India
Delhi,1,2022,loc,28.6273928,77.1716954,India
Eurasie,3,2022,loc,48.8483201,2.3201253,France
Icis,2,2022,loc,51.8253795,5.8686891,Netherlands
Guantanamo,1,2022,loc,20.1431797,-75.2034783,Cuba
Jijel,1,2022,loc,36.72921875,5.960777606253644,Algeria
Tripoli,10,2022,loc,32.896672,13.1777923,Libya
chantier naval du Nord,3,2022,loc,48.7825237,-3.040988,France
golfe de Finlande,1,2022,loc,59.8737114,26.32304906217144,Estonia
Kalibr,2,2022,loc,55.14810475,61.371655857881606,Russia
Oniks,2,2022,loc,41.351414250000005,69.24680749999999,Uzbekistan
Cameroun Cameroun,2,2022,loc,4.6125522,13.1535811,Cameroon
Spornoé,1,2022,loc,54.3357447,62.4889665,Russia
Riazan,8,2022,loc,54.6702523,39.68844236231995,Russia
Nyiragongo,2,2022,loc,-1.5214482,29.2499483,Democratic Republic of the Congo
Kishishe,6,2022,loc,-1.0277929,29.2198913,Democratic Republic of the Congo
Kalima,2,2022,loc,36.465084,7.430647,Algeria
Hautes,1,2022,loc,43.30088,5.3676145,France
MoUs,2,2022,loc,34.8481996,-1.7495732,Algeria
Guinée Bissau,2,2022,loc,11.815215,-15.2351044,Guinea-Bissau
Sierra Leone,11,2022,loc,8.6400349,-11.8400269,Sierra Leone
Gazoduc,2,2022,loc,43.49434807816997,6.678038302960488,France
Liberia,5,2022,loc,5.7499721,-9.3658524,Liberia
Paraguay,1,2022,loc,-23.3165935,-58.1693445,Paraguay
Bolivie,2,2022,loc,-17.0568696,-64.9912286,Bolivia
outre-Atlantique,2,2022,loc,47.6528931,-1.3116941,France
Syndicat tunisien,1,2022,loc,36.826703050000006,10.184440636040744,Tunisia
malades,1,2022,loc,35.2693314,25.1098889,Greece
Lié,1,2022,loc,30.8124247,34.8594762,Israel
Capitole,5,2022,loc,41.8925778,12.4822154,Italy
Rhénanie-Palatinat,1,2022,loc,49.9531599,7.310646,Germany
Glencore,1,2022,loc,-11.3722732,-52.246187853373016,Brazil
Guinée équatoriale,5,2022,loc,1.613172,10.5170357,Equatorial Guinea
Venezuela,12,2022,loc,8.0018709,-66.1109318,Venezuela
Atlantique,4,2022,loc,13.581921,-38.320312,Atlantic Ocean
Chamalières,1,2022,loc,45.776018,3.0681174,France
État français,2,2022,loc,47.7900924,3.565657,France
États,1,2022,loc,39.7837304,-100.445882,United States
Zone monétaire,1,2022,loc,-6.8121919,39.2925702,Tanzania
Conakry,4,2022,loc,9.5170602,-13.6998434,Guinea
pont de Crimée,11,2022,loc,48.88837125,2.379405,France
détroit de Kertch,5,2022,loc,45.28103758137055,36.54924553897894,Ukraine
Taman,1,2022,loc,-7.3631369,112.67566204382938,Indonesia
Kertch,1,2022,loc,45.3534002,36.4538645,Ukraine
Vinnytsia,1,2022,loc,48.8990315,28.516068,Ukraine
Lvov,7,2022,loc,49.841952,24.0315921,Ukraine
Krivoï,2,2022,loc,47.9102734,33.3917703,Ukraine
Oxford,2,2022,loc,51.7520131,-1.2578499,United Kingdom
métaverse,1,2022,loc,41.9470723,-87.6559443,United States
Gana,1,2022,loc,8.0300284,-1.0800271,Ghana
Dibrov,1,2022,loc,48.7770962,17.6963838,Slovakia
Afrique du Nord-Est,1,2022,loc,49.56514165,3.635646354570677,France
Gouina,3,2022,loc,14.0151851,-11.1024721,Mali
Mise en Valeur du fleuve Sénégal,1,2022,loc,14.6996291,-17.4495359,Senegal
fleuve Sénégal,2,2022,loc,16.1060992,-13.8458867,Senegal
SOGEM,1,2022,loc,43.6034895,1.4479045,France
Manantali,1,2022,loc,13.2031313,-10.4523391,Mali
barrage de Gouina,1,2022,loc,14.00954085,-11.100869827918247,Mali
ville de Kayes,1,2022,loc,14.4494779,-11.4345266,Mali
barrage de Diama,1,2022,loc,16.214393,-16.415167914674658,Senegal
Félou,1,2022,loc,16.1253338,-13.7154457,Senegal
Koukoutamba,1,2022,loc,11.2684996,-11.3345073,Guinea
Grande,2,2022,loc,53.5823287,10.3863496,Germany
Kylian,1,2022,loc,43.30680289387197,-73.69515570129559,United States
Cédéao,2,2022,loc,6.1360248,1.224365476047068,Togo
Maigamji,1,2022,loc,11.4547437,7.322330103797266,Nigeria
Rugu,1,2022,loc,-1.8298941,31.1583048,Tanzania
Katsina,1,2022,loc,12.5630825,7.6207063,Nigeria
Kaduna,2,2022,loc,10.5182899,7.4359863,Nigeria
Semeru,3,2022,loc,-8.1078426,112.92248,Indonesia
Mintp,2,2022,loc,3.8604902,11.5219072,Cameroon
Severodonetsk,1,2022,loc,48.9478698,38.4936475,Ukraine
rivière Jukskei,2,2022,loc,-26.0099493,28.0397763,South Africa
Afrique du sud,2,2022,loc,-28.8166236,24.991639,South Africa
Johannesbourg,1,2022,loc,-26.205,28.049722,South Africa
Durban,9,2022,loc,-29.861825,31.009909,South Africa
Épiphanie,1,2022,loc,48.85185235,2.3229850321129706,France
FAMa,4,2022,loc,-21.4090398,-45.8322579,Brazil
Sofara,1,2022,loc,14.0171201,-4.2312194,Mali
Soufroulaye,1,2022,loc,14.4073997,-4.0826813,Mali
Toun,1,2022,loc,11.9100362,-3.6427902,Burkina Faso
Bankass,1,2022,loc,14.0786136,-3.5187494,Mali
Douentza,1,2022,loc,15.0068749,-2.9529649,Mali
Koutiala,2,2022,loc,12.3894818,-5.4639199,Mali
Koury,1,2022,loc,12.7413508,-3.4980159,Burkina Faso
Bénéna,1,2022,loc,14.374474,21.472152,Chad
Sikasso,1,2022,loc,11.529684,-6.866325857692308,Mali
aéroport Roissy-Charles de Gaulle,1,2022,loc,49.0068908,2.571081969101916,France
